Kabupaten,Kecamatan,Desa,Tahun,Jum Penduduk,Persentase Pen Miskin,Jumlah Pen Miskin,Garis Kemiskinan(Rp/Kap/Bulan),Persentase Ruta Miskin Penerima BPNT/Program Sembako (%),Jumlah (kg/ bulan),Harga (Rp/Kg),Persentase Rumah Tangga Memiliki Akses Sanitasi Layak,Persentasi Rumah Tangga Memiliki Akses Air Minum Layak ,Rata-rata pendapatan/hari,Total pendapatan/bulan,Total pengeluaran/bulan,Pengeluaran/hari,Miskin,Tidak Miskin,Miskin dan Tidak Miskin,Bekerja di sektor pertanian,Bekerja bukan di sektor pertanian,Mencari pekerjaan,Tidak bekerja,Persentase Pengangguran,Tingkat Kekumuhan,Luas Kumuh (Ha),<SD,Tamat SD/SMP,>SMA,IPM(indeks pembangunan manusia)
Pesawaran,Kedondong,Pesawaran Indah,2021,3.54,"18,54",354.0,"Rp420.032,00",87.68,8.65,Rp11.394,Layak,Layak,Rp100.075,Rp3.000.075,Rp369.915, Rp12.403 ,"63,92","56,174","57,133",1851.0,2116.0,793.0,529.0,"66,146",Kumuh Ringan ,"6,53","33,99","35,17","30,84","66,14"
Pesawaran,Kedondong,Pesawaran Indah,2022,3.61,"18,92",361.0,"Rp452.521,00",77.37,26.63,Rp12.098,Layak,Layak,Rp100.076,Rp3.000.076,Rp369.916, Rp12.404 ,"63,93","56,175","57,134",1851.0,2116.0,793.0,529.0,"66,147",Kumuh Ringan ,"3,59","27,89","55,66","16,44","66,70"
Pesawaran,Kedondong,Pesawaran Indah,2023,3.68,"19,30",368.0,"Rp491.239,00",88.38,25.46,Rp13.702,Layak,Layak,Rp100.077,Rp3.000.077,Rp369.917, Rp12.405 ,"63,94","56,176","57,135",1851.0,2116.0,793.0,529.0,"66,148",Kumuh Ringan ,"5,17","21,97","60,31","17,73","69,46"
Pesawaran,Kedondong,Sinar Harapan,2021,4.42,"23,18",442.0,"Rp420.032,00",96.92,14.43,Rp15.743,Layak,Layak,Rp100.078,Rp3.000.078,Rp369.918, Rp12.406 ,"63,95","56,177","57,136",1851.0,2116.0,793.0,529.0,"66,149",Kumuh Ringan ,"7,64","20,97","66,25","12,78","66,14"
Pesawaran,Kedondong,Sinar Harapan,2022,4.52,"23,67",452.0,"Rp452.521,00",57.34,20.64,Rp12.806,Tidak Layak,Layak,Rp100.079,Rp3.000.079,Rp369.919, Rp12.407 ,"63,96","56,178","57,137",1851.0,2116.0,793.0,529.0,"66,150",Kumuh Ringan ,"7,64","10,58","60,58","28,84","66,70"
Pesawaran,Kedondong,Sinar Harapan,2023,4.61,"24,15",461.0,"Rp491.239,00",45.84,25.44,Rp15.970,Tidak Layak,Layak,Rp100.080,Rp3.000.080,Rp369.920, Rp12.408 ,"63,97","56,179","57,138",1851.0,2116.0,793.0,529.0,"66,151",Kumuh Ringan ,"7,64","18,18","53,28","28,55","69,46"
Pesawaran,Kedondong,Suka Maju,2021,2.74,"14,35",274.0,"Rp420.032,00",48.50,43.93,Rp16.504,Layak,Layak,Rp100.081,Rp3.000.081,Rp369.921, Rp12.409 ,"63,98","56,180","57,139",1851.0,2116.0,793.0,529.0,"66,152",Kumuh Ringan ,"7,64","27,89","55,66","16,44","66,14"
Pesawaran,Kedondong,Suka Maju,2022,2.78,"14,56",278.0,"Rp452.521,00",89.55,47.98,Rp11.856,Tidak Layak,Tidak Layak,Rp100.082,Rp3.000.082,Rp369.922, Rp12.410 ,"63,99","56,181","57,140",1851.0,2116.0,793.0,529.0,"66,153",Kumuh Ringan ,"7,64","33,99","35,17","30,84","66,70"
Pesawaran,Kedondong,Suka Maju,2023,2.82,"14,78",282.0,"Rp491.239,00",20.87,28.35,Rp9.624,Layak,Layak,Rp100.083,Rp3.000.083,Rp369.923, Rp12.411 ,"63,100","56,182","57,141",1851.0,2116.0,793.0,529.0,"66,154",Kumuh Ringan ,"2,07","27,43","55,53","17,04","69,46"
Pesawaran,Kedondong,Teba Jawa,2021,1.2,"6,30",120.0,"Rp420.032,00",37.54,44.15,Rp8.492,Layak,Layak,Rp100.084,Rp3.000.084,Rp369.924, Rp12.412 ,"63,101","56,183","57,142",1851.0,2116.0,793.0,529.0,"66,155",Kumuh Ringan ,"6,53","25,04","60,25","14,72","66,14"
Pesawaran,Kedondong,Teba Jawa,2022,1.23,"6,42",123.0,"Rp452.521,00",64.11,32.37,Rp12.551,Layak,Layak,Rp100.085,Rp3.000.085,Rp369.925, Rp12.413 ,"63,102","56,184","57,143",1851.0,2116.0,793.0,529.0,"66,156",Kumuh Ringan ,"2,07","33,99","35,17","30,84","66,70"
Pesawaran,Kedondong,Teba Jawa,2023,1.25,"6,55",125.0,"Rp491.239,00",71.60,20.71,Rp19.305,Layak,Layak,Rp100.086,Rp3.000.086,Rp369.926, Rp12.414 ,"63,103","56,185","57,144",1851.0,2116.0,793.0,529.0,"66,157",Kumuh Ringan ,"7,64","22,92","58,34","18,75","69,46"
Pesawaran,Kedondong,Tempel Rejo,2021,4.59,"24,07",459.0,"Rp420.032,00",5.64,13.74,Rp13.367,Layak,Layak,Rp100.087,Rp3.000.087,Rp369.927, Rp12.415 ,"63,104","56,186","57,145",1851.0,2116.0,793.0,529.0,"66,158",Kumuh Ringan ,"5,17","17,10","58,96","23,94","66,14"
Pesawaran,Kedondong,Tempel Rejo,2022,4.69,"24,58",469.0,"Rp452.521,00",97.82,23.59,Rp16.662,Layak,Tidak Layak,Rp100.088,Rp3.000.088,Rp369.928, Rp12.416 ,"63,105","56,187","57,146",1851.0,2116.0,793.0,529.0,"66,159",Kumuh Ringan ,"2,07","21,08","55,67","23,24","66,70"
Pesawaran,Kedondong,Tempel Rejo,2023,4.79,"25,09",479.0,"Rp491.239,00",33.15,28.53,Rp14.325,Layak,Layak,Rp100.089,Rp3.000.089,Rp369.929, Rp12.417 ,"63,106","56,188","57,147",1851.0,2116.0,793.0,529.0,"66,160",Kumuh Ringan ,"6,53","21,72","55,37","22,91","69,46"
Pesawaran,Kedondong,Way Kepayang,2021,2.18,"11,44",218.0,"Rp420.032,00",20.61,7.0,Rp17.945,Layak,Layak,Rp100.090,Rp3.000.090,Rp369.930, Rp12.418 ,"63,107","56,189","57,148",1851.0,2116.0,793.0,529.0,"66,161",Kumuh Sedang,"17,56","23,78","59,17","17,05","66,14"
Pesawaran,Kedondong,Way Kepayang,2022,2.23,"11,68",223.0,"Rp452.521,00",30.72,11.56,Rp7.364,Layak,Layak,Rp100.091,Rp3.000.091,Rp369.931, Rp12.419 ,"63,108","56,190","57,149",1851.0,2116.0,793.0,529.0,"66,162",Kumuh Sedang,"19,08","17,10","58,96","23,94","66,70"
Pesawaran,Kedondong,Way Kepayang,2023,2.28,"11,94",228.0,"Rp491.239,00",98.48,32.01,Rp19.886,Layak,Layak,Rp100.092,Rp3.000.092,Rp369.932, Rp12.420 ,"63,109","56,191","57,150",1851.0,2116.0,793.0,529.0,"66,163",Kumuh Sedang,"19,83","18,52","57,80","23,68","69,46"
Pesawaran,Marga Punduh,Kampung Baru,2021,2.13,"11,18",213.0,"Rp420.032,00",66.86,15.13,Rp15.979,Layak,Layak,Rp100.093,Rp3.000.093,Rp369.933, Rp12.421 ,"63,110","56,192","57,151",1851.0,2116.0,793.0,529.0,"66,164",Kumuh Ringan ,"3,59","22,85","49,16","27,99","66,14"
Pesawaran,Marga Punduh,Kampung Baru,2022,2.18,"11,43",218.0,"Rp452.521,00",24.53,42.68,Rp6.416,Layak,Layak,Rp100.094,Rp3.000.094,Rp369.934, Rp12.422 ,"63,111","56,193","57,152",1851.0,2116.0,793.0,529.0,"66,165",Kumuh Ringan ,"4,23","5,54","67,58","26,88","66,70"
Pesawaran,Marga Punduh,Kampung Baru,2023,2.23,"11,67",223.0,"Rp491.239,00",20.11,19.71,Rp14.504,Layak,Layak,Rp100.095,Rp3.000.095,Rp369.935, Rp12.423 ,"63,112","56,194","57,153",1851.0,2116.0,793.0,529.0,"66,166",Kumuh Ringan ,"5,82","4,00","72,69","23,32","69,46"
,Marga Punduh,Kekatang,2021,863.0,"4,52",86.0,"Rp420.032,00",7.49,9.72,Rp19.239,Tidak Layak,Layak,Rp100.096,Rp3.000.096,Rp369.936, Rp12.424 ,"63,113","56,195","57,154",1851.0,2116.0,793.0,529.0,"66,167",Kumuh Sedang,"16,56","13,72","63,76","22,52","66,14"
Pesawaran,Marga Punduh,Kekatang,2022,845.0,"4,43",85.0,"Rp452.521,00",36.32,8.76,Rp19.051,Layak,Layak,Rp100.097,Rp3.000.097,Rp369.937, Rp12.425 ,"63,114","56,196","57,155",1851.0,2116.0,793.0,529.0,"66,168",Kumuh Sedang,"17,56","19,32","60,62","20,06","66,70"
Pesawaran,Marga Punduh,Kekatang,2023,881.0,"4,62",88.0,"Rp491.239,00",82.38,47.17,Rp11.710,Layak,Layak,Rp100.098,Rp3.000.098,Rp369.938, Rp12.426 ,"63,115","56,197","57,156",1851.0,2116.0,793.0,529.0,"66,169",Kumuh Sedang,"11,25","20,97","66,25","12,78","69,46"
Pesawaran,Marga Punduh,Kunyaian,2021,400.0,"2,10",40.0,"Rp420.032,00",27.54,10.31,Rp15.915,Tidak Layak,Tidak Layak,Rp100.099,Rp3.000.099,Rp369.939, Rp12.427 ,"63,116","56,198","57,157",1851.0,2116.0,793.0,529.0,"66,170",Kumuh Ringan ,"3,01","29,63","56,73","13,64","66,14"
Pesawaran,Marga Punduh,Kunyaian,2022,409.0,"2,14",41.0,"Rp452.521,00",36.85,11.34,Rp16.133,Tidak Layak,Tidak Layak,Rp100.100,Rp3.000.100,Rp369.940, Rp12.428 ,"63,117","56,199","57,158",1851.0,2116.0,793.0,529.0,"66,171",Kumuh Ringan ,"3,21","14,71","56,11","29,19","66,70"
Pesawaran,Marga Punduh,Kunyaian,2023,418.0,"2,19",42.0,"Rp491.239,00",76.14,43.82,Rp9.604,Layak,Layak,Rp100.101,Rp3.000.101,Rp369.941, Rp12.429 ,"63,118","56,200","57,159",1851.0,2116.0,793.0,529.0,"66,172",Kumuh Ringan ,"3,59","19,98","48,18","31,84","69,46"
Pesawaran,Marga Punduh,Maja,2021,3.55,"18,61",355.0,"Rp420.032,00",69.59,16.44,Rp6.796,Layak,Layak,Rp100.102,Rp3.000.102,Rp369.942, Rp12.430 ,"63,119","56,201","57,160",1851.0,2116.0,793.0,529.0,"66,173",Kumuh Ringan ,"7,64","15,72","55,09","29,19","66,14"
Pesawaran,Marga Punduh,Maja,2022,3.62,"18,99",362.0,"Rp452.521,00",41.24,34.97,Rp11.658,Layak,Layak,Rp100.103,Rp3.000.103,Rp369.943, Rp12.431 ,"63,120","56,202","57,161",1851.0,2116.0,793.0,529.0,"66,174",Kumuh Ringan ,"7,64","13,72","63,76","22,52","66,70"
Pesawaran,Marga Punduh,Maja,2023,3.7,"19,37",370.0,"Rp491.239,00",16.43,41.75,Rp10.876,Layak,Layak,Rp100.104,Rp3.000.104,Rp369.944, Rp12.432 ,"63,121","56,203","57,162",1851.0,2116.0,793.0,529.0,"66,175",Kumuh Ringan ,"2,07","19,32","60,62","20,06","69,46"
Pesawaran,Marga Punduh,Pekon Ampai,2021,764.0,"4,00",76.0,"Rp420.032,00",89.38,32.32,Rp12.977,Layak,Tidak Layak,Rp100.105,Rp3.000.105,Rp369.945, Rp12.433 ,"63,122","56,204","57,163",1851.0,2116.0,793.0,529.0,"66,176",Kumuh Ringan ,"6,53","24,53","57,05","18,43","66,14"
Pesawaran,Marga Punduh,Pekon Ampai,2022,780.0,"4,09",78.0,"Rp452.521,00",57.51,48.09,Rp17.680,Layak,Layak,Rp100.106,Rp3.000.106,Rp369.946, Rp12.434 ,"63,123","56,205","57,164",1851.0,2116.0,793.0,529.0,"66,177",Kumuh Ringan ,"2,07","23,78","59,17","17,05","66,70"
Pesawaran,Marga Punduh,Pekon Ampai,2023,796.0,"4,17",80.0,"Rp491.239,00",25.68,36.9,Rp13.044,Layak,Layak,Rp100.107,Rp3.000.107,Rp369.947, Rp12.435 ,"63,124","56,206","57,165",1851.0,2116.0,793.0,529.0,"66,178",Kumuh Ringan ,"7,64","17,10","58,96","23,94","69,46"
Pesawaran,Marga Punduh,Penyandingan,2021,1.9,"9,94",190.0,"Rp420.032,00",23.68,45.48,Rp15.204,Layak,Layak,Rp100.108,Rp3.000.108,Rp369.948, Rp12.436 ,"63,125","56,207","57,166",1851.0,2116.0,793.0,529.0,"66,179",Kumuh Ringan ,"5,17","28,78","54,78","16,44","66,14"
Pesawaran,Marga Punduh,Penyandingan,2022,1.94,"10,14",194.0,"Rp452.521,00",44.84,30.13,Rp14.137,Layak,Layak,Rp100.109,Rp3.000.109,Rp369.949, Rp12.437 ,"63,126","56,208","57,167",1851.0,2116.0,793.0,529.0,"66,180",Kumuh Ringan ,"2,07","29,19","14,71","63,76","66,70"
Pesawaran,Marga Punduh,Penyandingan,2023,1.97,"10,35",197.0,"Rp491.239,00",40.31,37.32,Rp6.477,Layak,Layak,Rp100.110,Rp3.000.110,Rp369.950, Rp12.438 ,"63,127","56,209","57,168",1851.0,2116.0,793.0,529.0,"66,181",Kumuh Ringan ,"6,53","22,52","19,98","60,62","69,46"
Pesawaran,Marga Punduh,Pulau Pahawang,2021,1.53,"8,03",153.0,"Rp420.032,00",6.89,41.09,Rp6.380,Tidak Layak,Layak,Rp100.111,Rp3.000.111,Rp369.951, Rp12.439 ,"63,128","56,210","57,169",1851.0,2116.0,793.0,529.0,"66,182",Kumuh Ringan ,"3,59","17,10","58,96","23,94","66,14"
Pesawaran,Marga Punduh,Pulau Pahawang,2022,1.56,"8,19",156.0,"Rp452.521,00",94.31,6.18,Rp5.839,Tidak Layak,Layak,Rp100.112,Rp3.000.112,Rp369.952, Rp12.440 ,"63,129","56,211","57,170",1851.0,2116.0,793.0,529.0,"66,183",Kumuh Ringan ,"4,23","22,52","24,53","48,18","66,70"
Pesawaran,Marga Punduh,Pulau Pahawang,2023,1.59,"8,36",159.0,"Rp491.239,00",78.70,37.35,Rp6.297,Layak,Layak,Rp100.113,Rp3.000.113,Rp369.953, Rp12.441 ,"63,130","56,212","57,171",1851.0,2116.0,793.0,529.0,"66,184",Kumuh Ringan ,"5,82","20,06","23,78","55,09","69,46"
Pesawaran,Marga Punduh,Sukajaya Punduh,2021,2.26,"11,84",226.0,"Rp420.032,00",49.65,42.16,Rp24.315,Tidak Layak,Tidak Layak,Rp100.114,Rp3.000.114,Rp369.954, Rp12.442 ,"63,131","56,213","57,172",1851.0,2116.0,793.0,529.0,"66,185",Kumuh Ringan ,"3,01","18,52","57,80","23,68","66,14"
Pesawaran,Marga Punduh,Sukajaya Punduh,2022,2.3,"12,08",230.0,"Rp452.521,00",32.69,38.61,Rp17.592,Layak,Layak,Rp100.115,Rp3.000.115,Rp369.955, Rp12.443 ,"63,132","56,214","57,173",1851.0,2116.0,793.0,529.0,"66,186",Kumuh Ringan ,"3,21","24,53","59,17","23,94","66,70"
Pesawaran,Marga Punduh,Sukajaya Punduh,2023,2.35,"12,32",235.0,"Rp491.239,00",18.15,45.47,Rp12.835,Layak,Layak,Rp100.116,Rp3.000.116,Rp369.956, Rp12.444 ,"63,133","56,215","57,174",1851.0,2116.0,793.0,529.0,"66,187",Kumuh Ringan ,"3,59","23,78","49,16","23,68","69,46"
Pesawaran,Marga Punduh,Tajur,2021,840.0,"4,40",84.0,"Rp420.032,00",16.63,25.61,Rp12.696,Layak,Layak,Rp100.117,Rp3.000.117,Rp369.957, Rp12.445 ,"63,134","56,216","57,175",1851.0,2116.0,793.0,529.0,"66,188",Kumuh Ringan ,"2,07","24,08","59,17","27,99","66,14"
Pesawaran,Marga Punduh,Tajur,2022,823.0,"4,31",82.0,"Rp452.521,00",24.05,29.72,Rp14.747,Layak,Layak,Rp100.118,Rp3.000.118,Rp369.958, Rp12.446 ,"63,135","56,217","57,176",1851.0,2116.0,793.0,529.0,"66,189",Kumuh Ringan ,"6,53","20,06","58,96","26,88","66,70"
Pesawaran,Marga Punduh,Tajur,2023,840.0,"4,40",84.0,"Rp491.239,00",22.05,36.71,Rp13.168,Layak,Layak,Rp100.119,Rp3.000.119,Rp369.959, Rp12.447 ,"63,136","56,218","57,177",1851.0,2116.0,793.0,529.0,"66,190",Kumuh Ringan ,"2,07","18,52","57,80","26,88","69,46"
Pesawaran,Marga Punduh,Umbul Limus,2021,596.0,"3,12",60.0,"Rp420.032,00",70.97,46.53,Rp5.486,Layak,Tidak Layak,Rp100.120,Rp3.000.120,Rp369.960, Rp12.448 ,"63,137","56,219","57,178",1851.0,2116.0,793.0,529.0,"66,191",Kumuh Sedang,"17,56","20,60","58,12","21,28","66,14"
Pesawaran,Marga Punduh,Umbul Limus,2022,608.0,"3,19",61.0,"Rp452.521,00",76.96,32.77,Rp13.702,Layak,Layak,Rp100.121,Rp3.000.121,Rp369.961, Rp12.449 ,"63,138","56,220","57,179",1851.0,2116.0,793.0,529.0,"66,192",Kumuh Sedang,"18,15","17,10","58,96","23,94","66,70"
Pesawaran,Marga Punduh,Umbul Limus,2023,621.0,"3,26",62.0,"Rp491.239,00",36.35,44.95,Rp16.566,Layak,Layak,Rp100.122,Rp3.000.122,Rp369.962, Rp12.450 ,"63,139","56,221","57,180",1851.0,2116.0,793.0,529.0,"66,193",Kumuh Sedang,"19,08","22,52","24,53","48,18","69,46"
Pesawaran,Negeri Katon,Bangun Sari,2021,3.39,"17,75",339.0,"Rp420.032,00",15.94,36.56,Rp10.643,Layak,Layak,Rp100.123,Rp3.000.123,Rp369.963, Rp12.451 ,"63,140","56,222","57,181",1851.0,2116.0,793.0,529.0,"66,194",Kumuh Sedang,"17,56","17,80","54,09","28,10","66,14"
Pesawaran,Negeri Katon,Bangun Sari,2022,3.46,"18,11",346.0,"Rp452.521,00",64.47,45.51,Rp12.365,Layak,Layak,Rp100.124,Rp3.000.124,Rp369.964, Rp12.452 ,"63,141","56,223","57,182",1851.0,2116.0,793.0,529.0,"66,195",Kumuh Sedang,"19,08","19,98","48,18","31,84","66,70"
Pesawaran,Negeri Katon,Bangun Sari,2023,3.52,"18,47",352.0,"Rp491.239,00",33.28,27.54,Rp19.724,Layak,Layak,Rp100.125,Rp3.000.125,Rp369.965, Rp12.453 ,"63,142","56,224","57,183",1851.0,2116.0,793.0,529.0,"66,196",Kumuh Sedang,"14,26","15,72","55,09","29,19","69,46"
Pesawaran,Negeri Katon,Halangan Ratu,2021,3.17,"16,62",317.0,"Rp420.032,00",93.22,17.89,Rp8.669,Layak,Layak,Rp100.126,Rp3.000.126,Rp369.966, Rp12.454 ,"63,143","56,225","57,184",1851.0,2116.0,793.0,529.0,"66,197",Kumuh Ringan ,"7,64","27,89","55,66","16,44","66,14"
Pesawaran,Negeri Katon,Halangan Ratu,2022,3.23,"16,95",323.0,"Rp452.521,00",78.87,17.83,Rp10.614,Layak,Layak,Rp100.127,Rp3.000.127,Rp369.967, Rp12.455 ,"63,144","56,226","57,185",1851.0,2116.0,793.0,529.0,"66,198",Kumuh Ringan ,"5,17","22,52","24,53","48,18","66,70"
Pesawaran,Negeri Katon,Halangan Ratu,2023,3.3,"17,29",330.0,"Rp491.239,00",98.78,45.34,Rp5.684,Tidak Layak,Layak,Rp100.128,Rp3.000.128,Rp369.968, Rp12.456 ,"63,145","56,227","57,186",1851.0,2116.0,793.0,529.0,"66,199",Kumuh Ringan ,"2,07","17,80","54,09","28,10","69,46"
Pesawaran,Negeri Katon,Kagungan Ratu,2021,1.51,"7,92",151.0,"Rp420.032,00",88.74,19.16,Rp28.309,Layak,Layak,Rp100.129,Rp3.000.129,Rp369.969, Rp12.457 ,"63,146","56,228","57,187",1851.0,2116.0,793.0,529.0,"66,200",Kumuh Sedang,"11,02","26,72","54,12","19,16","66,14"
Pesawaran,Negeri Katon,Kagungan Ratu,2022,1.54,"8,07",154.0,"Rp452.521,00",0.53,31.04,Rp17.472,Layak,Layak,Rp100.130,Rp3.000.130,Rp369.970, Rp12.458 ,"63,147","56,229","57,188",1851.0,2116.0,793.0,529.0,"66,201",Kumuh Sedang,"13,98","23,78","59,17","17,05","66,70"
Pesawaran,Negeri Katon,Kagungan Ratu,2023,1.57,"8,23",157.0,"Rp491.239,00",6.03,35.76,Rp17.105,Tidak Layak,Tidak Layak,Rp100.131,Rp3.000.131,Rp369.971, Rp12.459 ,"63,148","56,230","57,189",1851.0,2116.0,793.0,529.0,"66,202",Kumuh Sedang,"18,15","17,10","58,96","23,94","69,46"
Pesawaran,Negeri Katon,Kalirejo,2021,4.42,"23,18",442.0,"Rp420.032,00",89.82,45.55,Rp14.600,Tidak Layak,Tidak Layak,Rp100.132,Rp3.000.132,Rp369.972, Rp12.460 ,"63,149","56,231","57,190",1851.0,2116.0,793.0,529.0,"66,203",Kumuh Ringan ,"6,53","21,08","55,67","23,24","66,14"
Pesawaran,Negeri Katon,Kalirejo,2022,4.52,"23,69",452.0,"Rp452.521,00",11.89,10.84,Rp10.521,Layak,Layak,Rp100.133,Rp3.000.133,Rp369.973, Rp12.461 ,"63,150","56,232","57,191",1851.0,2116.0,793.0,529.0,"66,204",Kumuh Ringan ,"3,59","17,80","54,09","28,10","66,70"
Pesawaran,Negeri Katon,Kalirejo,2023,4.61,"24,19",461.0,"Rp491.239,00",59.56,7.65,Rp28.456,Layak,Layak,Rp100.134,Rp3.000.134,Rp369.974, Rp12.462 ,"63,151","56,233","57,192",1851.0,2116.0,793.0,529.0,"66,205",Kumuh Ringan ,"4,23","19,98","48,18","31,84","69,46"
Pesawaran,Negeri Katon,Karangrejo,2021,3.49,"18,29",349.0,"Rp420.032,00",35.48,30.91,Rp17.027,Layak,Layak,Rp100.135,Rp3.000.135,Rp369.975, Rp12.463 ,"63,152","56,234","57,193",1851.0,2116.0,793.0,529.0,"66,206",Kumuh Sedang,"20,15","5,54","67,58","26,88","66,14"
Pesawaran,Negeri Katon,Karangrejo,2022,3.56,"18,66",356.0,"Rp452.521,00",3.38,13.38,Rp6.056,Layak,Layak,Rp100.136,Rp3.000.136,Rp369.976, Rp12.464 ,"63,153","56,235","57,194",1851.0,2116.0,793.0,529.0,"66,207",Kumuh Sedang,"20,15","27,89","55,66","16,44","66,70"
Pesawaran,Negeri Katon,Karangrejo,2023,3.63,"19,02",363.0,"Rp491.239,00",8.29,5.42,Rp15.253,Layak,Tidak Layak,Rp100.137,Rp3.000.137,Rp369.977, Rp12.465 ,"63,154","56,236","57,195",1851.0,2116.0,793.0,529.0,"66,208",Kumuh Sedang,"17,56","22,52","24,53","48,18","69,46"
Pesawaran,Negeri Katon,Lumbirejo,2021,4.03,"21,14",403.0,"Rp420.032,00",76.58,46.75,Rp10.710,Layak,Layak,Rp100.138,Rp3.000.138,Rp369.978, Rp12.466 ,"63,155","56,237","57,196",1851.0,2116.0,793.0,529.0,"66,209",Kumuh Sedang,"19,08","4,00","72,69","23,32","66,14"
Pesawaran,Negeri Katon,Lumbirejo,2022,4.12,"21,58",412.0,"Rp452.521,00",84.24,29.17,Rp14.508,Layak,Layak,Rp100.139,Rp3.000.139,Rp369.979, Rp12.467 ,"63,156","56,238","57,197",1851.0,2116.0,793.0,529.0,"66,210",Kumuh Sedang,"19,83","4,00","72,69","23,32","66,70"
Pesawaran,Negeri Katon,Lumbirejo,2023,4.2,"22,03",420.0,"Rp491.239,00",36.32,9.16,Rp18.903,Layak,Layak,Rp100.140,Rp3.000.140,Rp369.980, Rp12.468 ,"63,157","56,239","57,198",1851.0,2116.0,793.0,529.0,"66,211",Kumuh Sedang,"16,56","13,72","63,76","22,52","69,46"
Pesawaran,Negeri Katon,Negara Saka,2021,3.15,"16,50",315.0,"Rp420.032,00",24.68,42.93,Rp17.809,Layak,Layak,Rp100.141,Rp3.000.141,Rp369.981, Rp12.469 ,"63,158","56,240","57,199",1851.0,2116.0,793.0,529.0,"66,212",Kumuh Sedang,"17,56","10,58","60,58","28,84","66,14"
Pesawaran,Negeri Katon,Negara Saka,2022,3.21,"16,83",321.0,"Rp452.521,00",49.36,49.24,Rp12.465,Layak,Layak,Rp100.142,Rp3.000.142,Rp369.982, Rp12.470 ,"63,159","56,241","57,200",1851.0,2116.0,793.0,529.0,"66,213",Kumuh Sedang,"11,25","5,54","67,58","26,88","66,70"
Pesawaran,Negeri Katon,Negara Saka,2023,3.28,"17,17",328.0,"Rp491.239,00",15.23,25.19,Rp11.417,Tidak Layak,Layak,Rp100.143,Rp3.000.143,Rp369.983, Rp12.471 ,"63,160","56,242","57,201",1851.0,2116.0,793.0,529.0,"66,214",Kumuh Sedang,"17,56","27,89","55,66","16,44","69,46"
Pesawaran,Negeri Katon,Negeri Katon,2021,3.21,"16,85",321.0,"Rp420.032,00",61.69,6.91,Rp17.338,Tidak Layak,Layak,Rp100.144,Rp3.000.144,Rp369.984, Rp12.472 ,"63,161","56,243","57,202",1851.0,2116.0,793.0,529.0,"66,215",Kumuh Sedang,"18,15","19,32","60,62","20,06","66,14"
Pesawaran,Negeri Katon,Negeri Katon,2022,3.13,"16,42",313.0,"Rp452.521,00",73.95,10.29,Rp16.073,Layak,Layak,Rp100.145,Rp3.000.145,Rp369.985, Rp12.473 ,"63,162","56,244","57,203",1851.0,2116.0,793.0,529.0,"66,216",Kumuh Sedang,"19,08","18,52","57,80","23,68","66,70"
Pesawaran,Negeri Katon,Negeri Katon,2023,3.3,"17,29",330.0,"Rp491.239,00",70.40,22.17,Rp11.707,Tidak Layak,Tidak Layak,Rp100.146,Rp3.000.146,Rp369.986, Rp12.474 ,"63,163","56,245","57,204",1851.0,2116.0,793.0,529.0,"66,217",Kumuh Sedang,"17,56","22,85","49,16","27,99","69,46"
Pesawaran,Negeri Katon,Negeri Ulangan Jaya,2021,2.33,"12,19",233.0,"Rp420.032,00",93.21,44.85,Rp19.533,Layak,Layak,Rp100.147,Rp3.000.147,Rp369.987, Rp12.475 ,"63,164","56,246","57,205",1851.0,2116.0,793.0,529.0,"66,218",Kumuh Ringan ,"5,82","20,97","66,25","12,78","66,14"
Pesawaran,Negeri Katon,Negeri Ulangan Jaya,2022,2.36,"12,38",236.0,"Rp452.521,00",60.17,11.66,Rp10.447,Layak,Layak,Rp100.148,Rp3.000.148,Rp369.988, Rp12.476 ,"63,165","56,247","57,206",1851.0,2116.0,793.0,529.0,"66,219",Kumuh Ringan ,"3,01","10,58","60,58","28,84","66,70"
Pesawaran,Negeri Katon,Negeri Ulangan Jaya,2023,2.4,"12,56",240.0,"Rp491.239,00",59.52,42.08,Rp10.963,Layak,Layak,Rp100.149,Rp3.000.149,Rp369.989, Rp12.477 ,"63,166","56,248","57,207",1851.0,2116.0,793.0,529.0,"66,220",Kumuh Ringan ,"3,21","5,54","67,58","26,88","69,46"
Pesawaran,Negeri Katon,Pejambon,2021,3.75,"19,68",375.0,"Rp420.032,00",73.70,5.67,Rp16.080,Layak,Layak,Rp100.150,Rp3.000.150,Rp369.990, Rp12.478 ,"63,167","56,249","57,208",1851.0,2116.0,793.0,529.0,"66,221",Kumuh Sedang,"19,08","22,40","56,40","21,20","66,14"
Pesawaran,Negeri Katon,Pejambon,2022,3.66,"19,18",366.0,"Rp452.521,00",72.58,25.58,Rp11.736,Layak,Layak,Rp100.151,Rp3.000.151,Rp369.991, Rp12.479 ,"63,168","56,250","57,209",1851.0,2116.0,793.0,529.0,"66,222",Kumuh Sedang,"14,26","4,00","72,69","23,32","66,70"
Pesawaran,Negeri Katon,Pejambon,2023,3.85,"20,19",385.0,"Rp491.239,00",27.92,34.0,Rp19.059,Layak,Tidak Layak,Rp100.152,Rp3.000.152,Rp369.992, Rp12.480 ,"63,169","56,251","57,210",1851.0,2116.0,793.0,529.0,"66,223",Kumuh Sedang,"11,02","13,72","63,76","22,52","69,46"
